name,college_type,college_years,acceptance_rate_pct,sat_25th_percentile,sat_75th_percentile,sat_50th_percentile,act_25th_percentile,act_75th_percentile,act_50th_percentile,graduation_rate_pct,retention_rate_pct,pct_receiving_aid_pct,avg_after_aid_val,avg_after_aid_costs_val,avg_aid_package_val,avg_housing_cost_val,undergrad_students_num,student_faculty_ratio_num,num_majors_num,college_board_code_num,college_score,setting,rd_due_date,test_optional,gpa_optional
Messiah College,Private,,0.5,,,1200,,,25,0.7,0.8,0.8,20000,35000,20000,13000,2000,,,,53,Suburban,2024-01-15,Yes,
Methodist College,Private,,0.6,,,1100,,,25,0.6,0.7,0.7,15000,20000,15000,12000,1500,,,,47,Suburban,2024-01-15,Yes,
Metropolitan State College of Denver,Public,,0.65,,,1100,,,24,0.55,0.75,0.6,8000,25000,8000,13000,19000,,,,47,Urban,2024-08-01,Yes,
Metropolitan State University,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,20000,8000,12000,12000,,,,48,Urban,2024-01-01,Yes,
MGH Institute of Health Professions,Private,,0.4,,,1300,,,28,0.85,0.9,0.7,20000,40000,20000,15000,1000,,,,60,Urban,2024-01-15,Yes,
Miami Dade College,Public,,0.7,,,1100,,,25,0.5,0.7,0.6,7000,20000,7000,12000,50000,,,,44,Urban,Rolling,Yes,
Miami University of Ohio,Public,,0.6,,,1230,,,27,0.7,0.85,0.6,8000,35000,8000,13000,22000,,,,54,Suburban,2024-01-01,Yes,
Miami University of Ohio - Hamilton,Public,,0.6,,,1100,,,25,0.55,0.75,0.6,8000,22000,8000,12000,4000,,,,48,Suburban,2024-01-15,Yes,
Miami University of Ohio - Middletown,Public,,0.7,,,1100,,,24,0.6,0.75,0.6,8000,25000,8000,12000,3000,,,,45,Suburban,2024-01-15,Yes,
Michigan School of Professional Psychology,Private,,0.5,,,1150,,,24,0.7,0.8,0.7,15000,25000,15000,12000,300,,,,50,Suburban,Rolling,Yes,
Michigan State University,Public,,0.7,,,1250,,,27,0.8,0.9,0.6,8000,40000,8000,12000,50000,,,,52,Suburban,2024-01-01,Yes,
Michigan Technological University,Public,,0.7,,,1300,,,28,0.7,0.85,0.6,8000,30000,8000,12000,7000,,,,52,Rural,2024-01-15,No,
Mid-America Nazarene University,Private,,0.5,,,1150,,,24,0.6,0.75,0.8,15000,28000,15000,12000,1200,,,,49,Suburban,2024-01-15,Yes,
Mid-American Bible College,Private,,0.7,,,1100,,,25,0.6,0.7,0.8,15000,20000,15000,12000,500,,,,43,Urban,Rolling,Yes,
Mid-Continent Baptist Bible College,Private,,0.7,,,1100,,,24,0.6,0.7,0.7,15000,15000,15000,12000,500,,,,42,Rural,Rolling,Yes,
Middle Tennessee State University,Public,,0.7,,,1100,,,24,0.55,0.75,0.6,8000,24000,8000,12000,22000,,,,46,Suburban,2024-01-15,Yes,
Middlebury College,Private,,0.15,,,1440,,,32,0.92,0.95,0.75,25000,60000,25000,15000,2500,,,,78,Rural,2024-01-01,Yes,
Midland Lutheran College,Private,,0.5,,,1100,,,25,0.6,0.7,0.7,20000,30000,20000,12000,1000,,,,49,Suburban,2024-01-15,Yes,
Midway College,Private,,0.6,,,1100,,,25,0.6,0.7,0.7,15000,20000,15000,12000,800,,,,46,Rural,2024-01-15,Yes,
Midwestern State University,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,25000,8000,12000,6000,,,,48,Suburban,2024-01-15,Yes,
Midwestern University,Private,,0.4,,,1250,,,27,0.7,0.8,0.7,20000,30000,20000,12000,5000,,,,59,Suburban,2024-01-15,Yes,
Miles College,Private,,0.6,,,1000,,,20,0.5,0.7,0.7,8000,12000,8000,12000,1200,,,,41,Suburban,2024-07-01,Yes,
Millennia Atlantic University,Private For-Profit,,0.7,,,1100,,,24,0.5,0.7,0.6,10000,20000,10000,12000,1000,,,,41,Urban,Rolling,Yes,
Millersville University of Pennsylvania,Public,,0.6,,,1150,,,24,0.65,0.78,0.6,8000,24000,8000,13000,7000,,,,50,Suburban,2024-01-15,Yes,
Milligan College,Private,,0.5,,,1150,,,24,0.6,0.75,0.7,15000,30000,15000,12000,1000,,,,49,Rural,2024-01-15,Yes,
Millikin University,Private,,0.5,,,1150,,,24,0.6,0.7,0.7,20000,32000,20000,12000,1500,,,,49,Urban,2024-01-15,Yes,
Mills College,Private,,0.5,,,1250,,,27,0.75,0.85,0.8,20000,50000,20000,12000,800,,,,54,Urban,2024-01-15,Yes,
Mills Grae University,Private,,0.4,,,1250,,,27,0.75,0.85,0.75,20000,35000,20000,12000,8000,,,,61,Suburban,2024-01-15,Yes,
Millsaps College,Private,,0.5,,,1200,,,25,0.7,0.8,0.75,20000,40000,20000,13000,800,,,,51,Urban,2024-01-15,Yes,
Milwaukee Institute of Art and Design,Private,,0.5,,,1200,,,25,0.7,0.8,0.75,20000,35000,20000,12000,700,,,,51,Urban,2024-01-15,Yes,
Milwaukee School of Engineering,Private,,0.5,,,1300,,,28,0.7,0.85,0.7,15000,38000,15000,12000,3000,,,,56,Urban,2024-01-15,Yes,
Minneapolis College of Art and Design,Private,,0.5,,,1200,,,25,0.6,0.7,0.7,20000,40000,20000,12000,800,,,,49,Urban,2024-01-15,Yes,
Minnesota Bible College,Private,,0.6,,,1100,,,25,0.7,0.8,0.75,20000,20000,20000,12000,500,,,,48,Urban,2024-01-15,Yes,
Minnesota School of Professional Psychology,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,15000,25000,15000,12000,300,,,,51,Urban,Rolling,Yes,
Minot State University,Public,,0.7,,,1100,,,24,0.6,0.75,0.6,8000,16000,8000,12000,3000,,,,45,Urban,2024-08-01,Yes,
Mississippi College,Private,,0.5,,,1150,,,24,0.6,0.75,0.7,10000,20000,10000,12000,3000,,,,51,Suburban,2024-01-15,Yes,
Mississippi State University,Public,,0.65,,,1180,,,25,0.67,0.85,0.65,8000,22000,8000,12000,22000,,,,51,Rural,2024-01-01,Yes,
Mississippi University for Women,Public,,0.6,,,1100,,,25,0.6,0.75,0.6,8000,16000,8000,12000,2500,,,,48,Rural,2024-01-15,Yes,
Mississippi Valley State University,Public,,0.7,,,1000,,,20,0.5,0.7,0.6,8000,20000,8000,12000,2500,,,,40,Rural,2024-08-01,Yes,
Missouri Baptist College,Private,,0.6,,,1100,,,25,0.6,0.75,0.7,15000,25000,15000,12000,2000,,,,48,Suburban,2024-01-15,Yes,
Missouri Southern State College,Public,,0.7,,,1100,,,24,0.5,0.7,0.6,8000,16000,8000,12000,6000,,,,44,Suburban,2024-08-01,Yes,
Missouri Tech,Public,,0.5,,,1250,,,27,0.65,0.75,0.6,8000,25000,8000,12000,6000,,,,55,Suburban,2024-01-15,Yes,
Missouri University of Science and Technology,Public,,0.65,,,1300,,,28,0.65,0.85,0.6,8000,30000,8000,12000,8000,,,,53,Rural,2024-01-01,No,
Missouri Valley College,Private,,0.6,,,1050,,,21,0.6,0.7,0.7,10000,20000,10000,12000,1200,,,,43,Rural,Rolling,Yes,
Missouri Western State College,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,16000,8000,12000,5000,,,,48,Urban,2024-01-15,Yes,
Molloy College,Private,,0.5,,,1200,,,25,0.7,0.8,0.75,20000,35000,20000,15000,5000,,,,55,Suburban,2024-01-15,Yes,
Monmouth University,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,15000,35000,15000,15000,6000,,,,55,Suburban,2024-01-15,Yes,
Montana State University,Public,,0.7,,,1180,,,25,0.67,0.8,0.6,8000,25000,8000,13000,16000,,,,49,Rural,2024-01-15,Yes,
Montana State University - Billings,Public,,0.7,,,1100,,,24,0.55,0.75,0.6,7000,20000,7000,12000,4000,,,,44,Urban,2024-08-01,Yes,
Montana State University - Northern,Public,,0.7,,,1050,,,21,0.5,0.7,0.6,7000,21000,7000,12000,1000,,,,39,Rural,2024-08-01,Yes,
Montana Tech,Public,,0.7,,,1150,,,24,0.6,0.75,0.6,8000,21000,8000,12000,3000,,,,45,Rural,2024-01-15,Yes,
Montclair State University,Public,,0.6,,,1150,,,25,0.7,0.8,0.6,8000,25000,8000,14000,21000,,,,52,Suburban,2024-01-15,Yes,
Monterey Institute of International Studies,Private,,0.4,,,1300,,,28,0.85,0.9,0.75,20000,40000,20000,15000,800,,,,60,Urban,2024-01-15,Yes,
Montreat College,Private,,0.5,,,1100,,,25,0.6,0.7,0.7,15000,25000,15000,12000,600,,,,49,Rural,2024-01-01,Yes,
Montserrat College of Art,Private,,0.5,,,1200,,,25,0.7,0.8,0.8,20000,40000,20000,15000,500,,,,51,Suburban,2024-01-15,Yes,
Moody Bible Institute,Private,,0.5,,,1200,,,25,0.7,0.8,0.8,20000,20000,20000,12000,1000,,,,52,Urban,2024-01-01,Yes,
Moore College of Art and Design,Private,,0.5,,,1200,,,25,0.7,0.8,0.8,20000,30000,20000,13000,500,,,,51,Urban,2024-01-15,Yes,
Moorhead State University,Public,,0.6,,,1100,,,25,0.6,0.75,0.65,8000,20000,8000,12000,8000,,,,50,Suburban,2024-01-01,Yes,
Moraine Valley Community College,Public,,0.7,,,1050,,,21,0.5,0.7,0.6,7000,16000,7000,12000,12000,,,,43,Suburban,2024-08-01,Yes,
Moravian University,Private,4,0.54,1080,1265,1172,24,29,26,0.71,0.79,0.8,31,30720,41203,16286,1949,10.0,76,2418,56,Suburban,March 15,Considered if submitted,Recommended
Morehead State University,Public,4,0.77,1003,1233,1118,19,25,22,0.49,0.65,0.72,10,10017,16095,11470,4578,16.0,71,1487,41,Rural,Not available,Considered if submitted,Required
Morehouse College,Private,4,0.44,,,1200,18,25,22,0.53,0.87,0.73,35,34733,25880,20618,2844,14.0,35,5415,54,Urban,February 1,Considered if submitted,Required
Morehouse School of Medicine,Private,,0.2,,,1300,,,28,0.85,0.9,0.8,20000,30000,20000,15000,600,,,,66,Urban,2024-01-15,Yes,
Morgan State University,Public,,0.6,,,1100,,,25,0.5,0.7,0.65,8000,25000,8000,12000,8000,,,,48,Urban,2024-01-15,Yes,
Morningside College,Private,,0.5,,,1150,,,24,0.65,0.75,0.7,20000,30000,20000,12000,1200,,,,50,Urban,2024-01-15,Yes,
Morris Brown College,Private,,0.6,,,1000,,,20,0.5,0.7,0.7,10000,12000,10000,12000,800,,,,41,Urban,Rolling,Yes,
Morris College,Private,4,0.68,,,1100,,,25,0.2,0.47,1.0,20,20397,20531,7908,383,10.0,23,,21,Urban,Not available,Recommended,Required
Morrison College,Private For-Profit,,0.5,,,1100,,,25,0.6,0.7,0.6,10000,20000,10000,12000,1000,,,,49,Urban,Rolling,Yes,
Mount Aloysius College,Private,,0.65,,,1100,,,24,0.65,0.75,0.8,20000,30000,20000,12000,900,,,,45,Rural,2024-08-01,Yes,
Mount Carmel College of Nursing,Private,4,0.58,,,1200,16,21,18,0.71,0.74,0.75,12,71,8,12000,531,8.0,6,1502,48,Urban,June 15,Recommended,Required
Mount Holyoke College,Private,,0.2,,,1350,,,30,0.87,0.92,0.75,25000,58000,25000,15000,2200,,,,69,Suburban,2024-01-01,Yes,
Mount Ida College,Private,,0.6,,,1150,,,24,0.65,0.75,0.8,20000,30000,20000,12000,1500,,,,47,Suburban,2023-01-15,Yes,
Mount Marty College,Private,,0.6,,,1150,,,24,0.7,0.75,0.7,15000,23000,15000,12000,800,,,,47,Rural,2024-01-15,Yes,
Mount Mary College,Private,,0.5,,,1150,,,24,0.7,0.75,0.7,20000,30000,20000,12000,800,,,,50,Urban,2024-01-15,Yes,
Mount Mercy University,Private,4,0.75,,,1100,18,24,21,0.56,0.74,0.67,24,23972,28257,28257,67,14.0,76,6417,40,"$23,972",Not available,Recommended,Required
Mount Olive College,Private,,0.6,,,1100,,,25,0.6,0.7,0.7,15000,20000,15000,12000,1000,,,,46,Rural,2024-01-15,Yes,
Mount Senario College,Private,,0.7,,,1100,,,25,0.6,0.75,0.7,15000,20000,15000,12000,800,,,,43,Rural,2024-01-15,Yes,
Mount Sinai School of Medicine,Private,,0.15,,,1450,,,32,0.9,0.95,0.8,20000,60000,20000,15000,2000,,,,77,Urban,2024-01-15,No,
Mount St. Clare College,Private,,0.6,,,1100,,,25,0.7,0.75,0.75,20000,20000,20000,12000,800,,,,48,Rural,2024-01-15,Yes,
Mount St. Mary College,Private,,0.5,,,1150,,,24,0.65,0.75,0.75,20000,30000,20000,13000,2000,,,,51,Suburban,2024-01-15,Yes,
Mount St. Mary's College California,Private,,0.5,,,1200,,,25,0.7,0.8,0.75,20000,42000,20000,13000,1200,,,,52,Urban,2024-01-15,Yes,
Mount St. Mary's College Maryland,Private,,0.6,,,1150,,,24,0.7,0.8,0.8,20000,38000,20000,13000,1500,,,,48,Rural,2024-01-15,Yes,
Mount Union College,Private,,0.5,,,1150,,,24,0.6,0.75,0.7,20000,35000,20000,12000,2000,,,,50,Suburban,2024-01-15,Yes,
Mount Vernon College,Private,,0.5,,,1200,,,25,0.75,0.8,0.7,20000,30000,20000,12000,1500,,,,53,Urban,2024-01-15,Yes,
Mount Vernon Nazarene College,Private,,0.6,,,1150,,,24,0.6,0.75,0.7,20000,30000,20000,12000,1500,,,,46,Suburban,2024-01-15,Yes,
Mountain State University,Public,,0.6,,,1100,,,25,0.6,0.7,0.6,8000,24000,8000,12000,6000,,,,50,Rural,2024-01-15,Yes,
Muhlenberg College,Private,,0.4,,,1300,,,28,0.85,0.9,0.8,25000,57000,25000,14000,2500,,,,62,Suburban,2024-01-15,Yes,
Multnomah Bible College,Private,,0.5,,,1150,,,24,0.7,0.75,0.8,20000,20000,20000,12000,700,,,,50,Urban,2024-01-15,Yes,
Murray State University,Public,,0.6,,,1100,,,24,0.55,0.75,0.6,8000,22000,8000,12000,10000,,,,49,Rural,2024-01-15,Yes,
Muskingum College,Private,,0.5,,,1150,,,24,0.65,0.75,0.75,15000,32000,15000,12000,1200,,,,50,Rural,2024-01-15,Yes,
NAES College,Public,,0.6,,,1200,,,25,0.65,0.75,0.65,8000,25000,8000,12000,8000,,,,51,Urban,2024-01-15,Yes,
National American University,Private For-Profit,,0.7,,,1100,,,24,0.6,0.7,0.6,8000,15000,8000,12000,1500,,,,43,Urban,Rolling,Yes,
"National American University, Albuquerque",Private For-Profit,,0.7,,,1100,,,25,0.5,0.7,0.6,8000,15000,8000,12000,1000,,,,42,Urban,Rolling,Yes,
"National American University, Colorado Springs",Private For-Profit,,0.7,,,1100,,,25,0.5,0.7,0.6,8000,15000,8000,12000,1000,,,,42,Urban,Rolling,Yes,
"National American University, Denver",Private For-Profit,,0.7,,,1100,,,25,0.5,0.7,0.6,8000,15000,8000,12000,2000,,,,43,Urban,Rolling,Yes,
"National American University, Kansas City",Private For-Profit,,0.7,,,1050,,,21,0.5,0.7,0.6,8000,15000,8000,12000,1000,,,,39,Urban,Rolling,Yes,
"National American University, Roseville",Private For-Profit,,0.7,,,1050,,,21,0.6,0.7,0.7,8000,15000,8000,12000,1000,,,,40,Suburban,Rolling,Yes,
"National American University, Sioux Falls",Private For-Profit,,0.7,,,1100,,,25,0.6,0.7,0.6,10000,15000,10000,12000,1000,,,,43,Urban,Rolling,Yes,
National College of Chiropractic,Private,,0.6,,,1150,,,24,0.7,0.8,0.7,15000,20000,15000,12000,1000,,,,48,Suburban,Rolling,Yes,
National College of Naturopathic Medicine,Private,,0.6,,,1200,,,25,0.7,0.8,0.7,15000,20000,15000,12000,500,,,,48,Urban,2024-01-15,Yes,
National Defense University,Public,,0.5,,,1300,,,28,0.7,0.85,0.6,10000,30000,10000,12000,3000,,,,56,Urban,Rolling,Yes,
National Hispanic University,Private,,0.7,,,1000,,,20,0.6,0.75,0.8,20000,15000,20000,12000,1000,,,,40,Urban,Rolling,Yes,
National Technological University,Public,,0.65,,,1250,,,26,0.6,0.75,0.65,8000,36000,8000,12000,15000,,,,50,Urban,2024-01-15,Yes,
National Theatre Conservatory,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,15000,20000,15000,12000,3000,,,,54,Urban,2024-01-15,Yes,
National University,Private For-Profit,,0.7,,,1100,,,25,0.6,0.75,0.6,10000,15000,10000,12000,8000,,,,47,Urban,Rolling,Yes,
National-Louis University,Private,,0.5,,,1100,,,24,0.6,0.75,0.7,15000,20000,15000,12000,6000,,,,52,Urban,2024-01-15,Yes,
Naval Postgraduate School,Public,,0.3,,,1300,,,28,0.85,0.9,0.6,10000,30000,10000,12000,1000,,,,63,Suburban,Rolling,Yes,
Nazarene Bible College,Private,,0.6,,,1100,,,25,0.7,0.75,0.7,15000,20000,15000,12000,600,,,,48,Suburban,Rolling,Yes,
Nazareth College,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,20000,40000,20000,13000,2500,,,,53,Suburban,2024-01-15,Yes,
Nebraska Christian College,Private,,0.7,,,1100,,,24,0.6,0.75,0.8,20000,20000,20000,12000,300,,,,42,Suburban,Rolling,Yes,
Nebraska Methodist College of Nursing and Allied Health,Private,,0.6,,,1150,,,24,0.7,0.8,0.7,15000,25000,15000,12000,1000,,,,48,Urban,Rolling,Yes,
Nebraska Wesleyan University,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,20000,30000,20000,12000,1500,,,,52,Urban,2024-01-15,Yes,
Neumann University,Private,4,0.81,853,1115,984,17,24,20,0.46,0.72,0.82,29,29298,32397,16856,1533,13.0,47,2628,38,Suburban,September 2,Neither required nor recommended,Required
New College of California,Private,,0.6,,,1150,,,24,0.65,0.75,0.75,20000,25000,20000,12000,500,,,,46,Urban,2024-01-15,Yes,
New College of Florida,Public,,0.4,,,1300,,,28,0.6,0.8,0.65,8000,18000,8000,12000,800,,,,55,Suburban,2024-01-01,Yes,
New England College,Private,,0.6,,,1100,,,25,0.65,0.75,0.75,20000,35000,20000,13000,1500,,,,48,Rural,2024-01-15,Yes,
New England College of Optometry,Private,,0.4,,,1300,,,28,0.85,0.9,0.75,20000,45000,20000,12000,500,,,,60,Urban,2024-01-15,Yes,
New England Conservatory of Music,Private,,0.2,,,1350,,,30,0.85,0.9,0.8,20000,50000,20000,15000,700,,,,67,Urban,2024-01-15,Yes,
New England Institute of Technology,Private For-Profit,,0.7,,,1100,,,24,0.6,0.75,0.6,10000,20000,10000,12000,3000,,,,45,Suburban,Rolling,Yes,
New England School of Art and Design,Private,,0.5,,,1200,,,25,0.7,0.8,0.75,20000,40000,20000,14000,1000,,,,52,Urban,2024-01-01,Yes,
New England School of Communications,Private For-Profit,,0.6,,,1100,,,25,0.6,0.7,0.7,15000,20000,15000,12000,500,,,,46,Urban,Rolling,Yes,
New England School of Law,Private,,0.4,,,1400,,,32,0.75,0.85,0.8,20000,50000,20000,15000,1000,,,,61,Urban,2024-01-15,Yes,
New Hampshire College,Private,,0.5,,,1200,,,25,0.7,0.8,0.75,20000,32000,20000,12000,4000,,,,54,Suburban,2024-01-15,Yes,
New Jersey City University,Public,,0.6,,,1100,,,25,0.55,0.75,0.65,8000,25000,8000,12000,8000,,,,49,Urban,2024-01-15,Yes,
New Jersey Institute of Technology,Public,,0.55,,,1300,,,28,0.65,0.85,0.65,8000,35000,8000,14000,12000,,,,56,Urban,2024-01-15,Yes,
New Mexico Highlands University,Public,,0.7,,,1050,,,21,0.5,0.7,0.6,8000,16000,8000,12000,3000,,,,41,Rural,2024-08-01,Yes,
New Mexico Institute of Mining and Technology,Public,,0.6,,,1250,,,26,0.6,0.8,0.6,7000,20000,7000,12000,2000,,,,49,Rural,2024-01-15,No,
New Mexico State University,Public,,0.65,,,1100,,,24,0.55,0.75,0.65,8000,20000,8000,12000,15000,,,,48,Suburban,2024-01-15,Yes,
"New York Academy of Art, Graduate School of Figurative Art",Private,,0.5,,,1300,,,28,0.85,0.8,0.7,20000,50000,20000,15000,300,,,,55,Urban,2024-01-15,Yes,
New York Chiropractic College,Private,,0.5,,,1150,,,24,0.7,0.8,0.7,15000,20000,15000,12000,1000,,,,51,Rural,Rolling,Yes,
New York College of Podiatric Medicine,Private,,0.5,,,1200,,,25,0.85,0.8,0.7,20000,40000,20000,15000,800,,,,54,Urban,2024-01-15,No,
New York Film Academy,Private For-Profit,,0.5,,,1150,,,24,0.6,0.75,0.7,15000,30000,15000,15000,1500,,,,49,Urban,Rolling,Yes,
New York Institute of Technology,Private,,0.5,,,1200,,,25,0.65,0.75,0.7,15000,35000,15000,15000,8000,,,,54,Urban,2024-01-15,Yes,
New York Law School,Private,,0.4,,,1500,,,34,0.85,0.9,0.75,20000,60000,20000,15000,1000,,,,64,Urban,2024-01-15,Yes,
New York Medical College,Private,,0.3,,,1300,,,28,0.85,0.9,0.7,20000,50000,20000,15000,2000,,,,64,Suburban,2024-01-15,No,
New York School of Interior Design,Private,,0.5,,,1200,,,25,0.75,0.85,0.7,20000,40000,20000,15000,800,,,,53,Urban,2024-01-15,Yes,
New York University,Private,,0.16,,,1400,,,32,0.85,0.95,0.75,20000,60000,20000,15000,50000,,,,78,Urban,2024-01-01,Yes,
Newberry College,Private,,0.5,,,1100,,,24,0.6,0.7,0.7,15000,25000,15000,12000,800,,,,48,Rural,2024-01-15,Yes,
Newman University,Private,,0.5,,,1100,,,24,0.6,0.75,0.7,15000,28000,15000,12000,1500,,,,49,Urban,2024-01-15,Yes,
Newschool of Architecture and Design,Private,,0.5,,,1200,,,25,0.6,0.75,0.7,20000,30000,20000,15000,1000,,,,50,Urban,2024-01-15,Yes,
Niagara University,Private,,0.5,,,1150,,,24,0.7,0.8,0.7,20000,35000,20000,13000,3500,,,,53,Suburban,2024-01-15,Yes,
Nicholls State University,Public,,0.7,,,1100,,,24,0.5,0.75,0.6,8000,21000,8000,12000,6500,,,,45,Suburban,2024-08-01,Yes,
Nichols College,Private,,0.5,,,1150,,,24,0.65,0.75,0.7,20000,38000,20000,14000,1000,,,,50,Rural,2024-01-15,Yes,
Norfolk State University,Public,,0.6,,,1000,,,20,0.5,0.7,0.6,8000,20000,8000,12000,6000,,,,44,Urban,2024-01-15,Yes,
North Carolina Agricultural and Technical State University,Public,,0.55,,,1150,,,25,0.6,0.8,0.65,8000,25000,8000,12000,13000,,,,53,Urban,2024-01-15,Yes,
North Carolina Central University,Public,,0.5,,,1100,,,24,0.5,0.7,0.6,8000,18000,8000,12000,8000,,,,50,Urban,2024-01-15,Yes,
North Carolina School of the Arts,Public,,0.35,,,1250,,,27,0.7,0.85,0.7,10000,24000,10000,12000,1000,,,,58,Urban,2024-01-15,Yes,
North Carolina State University,Public,,0.45,,,1300,,,28,0.76,0.92,0.56,8000,29000,8000,12000,36000,,,,60,Urban,2024-01-15,Yes,
North Carolina Wesleyan College,Private,,0.6,,,1100,,,25,0.6,0.7,0.7,15000,20000,15000,12000,1500,,,,47,Suburban,2024-01-15,Yes,
North Central Bible College,Private,,0.5,,,1100,,,25,0.7,0.8,0.7,15000,20000,15000,12000,1000,,,,52,Urban,2024-01-15,Yes,
North Central College,Private,,0.5,,,1200,,,25,0.7,0.8,0.75,20000,35000,20000,13000,3000,,,,54,Suburban,2024-01-15,Yes,
North Dakota State University,Public,,0.7,,,1150,,,24,0.68,0.8,0.6,8000,21000,8000,12000,13000,,,,48,Urban,2024-01-15,Yes,
North Georgia College,Public,,0.5,,,1150,,,24,0.6,0.75,0.6,8000,22000,8000,12000,6000,,,,52,Rural,2024-01-01,Yes,
North Greenville College,Private,,0.6,,,1150,,,24,0.6,0.7,0.7,15000,20000,15000,12000,800,,,,45,Rural,2024-01-15,Yes,
North Park University,Private,,0.5,,,1150,,,24,0.65,0.75,0.7,20000,35000,20000,13000,3000,,,,52,Urban,2024-01-15,Yes,
Northcentral University,Private For-Profit,,0.7,,,1100,,,25,0.6,0.7,0.7,15000,20000,15000,12000,3000,,,,45,Urban,Rolling,Yes,
Northeastern Illinois University,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,25000,8000,12000,8000,,,,48,Urban,2024-01-15,Yes,
Northeastern Ohio University College of Medicine,Public,,0.4,,,1300,,,28,0.6,0.85,0.6,10000,45000,10000,12000,1000,,,,56,Rural,2024-01-01,No,
Northeastern State University,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,7000,20000,7000,12000,7000,,,,48,Rural,2024-08-01,Yes,
Northeastern University,Private,,0.18,,,1480,,,34,0.89,0.95,0.7,26000,57000,26000,15000,23000,,,,80,Urban,2024-01-01,Yes,
Northern Arizona University,Public,,0.7,,,1150,,,24,0.6,0.75,0.65,8000,30000,8000,13000,30000,,,,46,Suburban,2024-01-01,Yes,
Northern Illinois University,Public,,0.6,,,1150,,,24,0.6,0.75,0.65,8000,26000,8000,12000,15000,,,,50,Suburban,2024-01-15,Yes,
Northern Kentucky University,Public,,0.6,,,1120,,,24,0.54,0.76,0.65,8000,20000,8000,12000,15000,,,,49,Suburban,2024-01-15,Yes,
Northern Michigan University,Public,,0.65,,,1100,,,24,0.6,0.75,0.6,8000,24000,8000,12000,7000,,,,48,Rural,2024-01-15,Yes,
Northern State University,Public,,0.6,,,1100,,,24,0.6,0.7,0.65,8000,16000,8000,12000,3000,,,,47,Rural,2024-08-01,Yes,
Northern Virginia Community College,Public,,0.7,,,1100,,,25,0.5,0.7,0.6,8000,12000,8000,12000,20000,,,,45,Suburban,Rolling,Yes,
Northface University,Public,,0.5,,,1250,,,27,0.65,0.75,0.6,8000,30000,8000,12000,20000,,,,55,Suburban,2024-01-15,Yes,
Northland College,Private,,0.5,,,1150,,,24,0.6,0.7,0.7,15000,38000,15000,12000,600,,,,48,Rural,2024-01-15,Yes,
Northwest Christian College,Private,,0.5,,,1150,,,24,0.65,0.75,0.8,20000,30000,20000,12000,800,,,,49,Suburban,2024-01-15,Yes,
Northwest College of Art,Private,,0.5,,,1100,,,25,0.6,0.7,0.7,15000,20000,15000,12000,300,,,,48,Suburban,Rolling,Yes,
Northwest Missouri State University,Public,,0.6,,,1100,,,24,0.6,0.7,0.6,8000,16000,8000,12000,6000,,,,49,Rural,2024-01-15,Yes,
Northwest Nazarene University,Private,,0.55,,,1150,,,25,0.65,0.75,0.75,15000,32000,15000,12000,2000,,,,50,Suburban,2024-01-15,Yes,
Northwest University,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,20000,32000,20000,12000,800,,,,51,Suburban,2024-01-15,Yes,
Northwestern College Iowa,Private,,0.5,,,1150,,,24,0.7,0.8,0.7,20000,30000,20000,12000,1000,,,,51,Rural,2024-01-15,Yes,
Northwestern College of Chiropractic,Private,,0.6,,,1200,,,25,0.7,0.8,0.7,15000,20000,15000,12000,800,,,,48,Suburban,Rolling,Yes,
Northwestern College St. Paul,Private,,0.5,,,1100,,,25,0.7,0.75,0.8,20000,25000,20000,12000,1500,,,,52,Urban,2024-01-01,Yes,
Northwestern Oklahoma State University,Public,,0.7,,,1100,,,24,0.5,0.7,0.6,8000,15000,8000,12000,2500,,,,42,Rural,2024-08-01,Yes,
Northwestern State University of Louisiana,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,7000,18000,7000,12000,10000,,,,48,Rural,2024-01-15,Yes,
Northwestern University,Private,,0.2,,,1480,,,34,0.93,0.97,0.7,30000,60000,30000,15000,21000,,,,76,Suburban,2024-01-01,Yes,
Northwood University,Private,,0.5,,,1100,,,25,0.6,0.7,0.7,10000,20000,10000,12000,3000,,,,51,Suburban,Rolling,Yes,
"Northwood University, Florida Campus",Private For-Profit,,0.6,,,1100,,,25,0.5,0.7,0.7,10000,21000,10000,12000,800,,,,44,Suburban,Rolling,Yes,
"Northwood University, Texas Campus",Private For-Profit,,0.6,,,1100,,,25,0.5,0.7,0.6,10000,15000,10000,12000,1000,,,,45,Suburban,Rolling,Yes,
Norwich University,Private,,0.6,,,1150,,,24,0.65,0.75,0.7,12000,45000,12000,13000,3000,,,,49,Rural,2024-01-15,Yes,
Notre Dame College,Private,,0.5,,,1100,,,24,0.6,0.75,0.7,20000,30000,20000,12000,1200,,,,49,Suburban,2024-01-15,Yes,
