name,college_type,college_years,acceptance_rate_pct,sat_25th_percentile,sat_75th_percentile,sat_50th_percentile,act_25th_percentile,act_75th_percentile,act_50th_percentile,graduation_rate_pct,retention_rate_pct,pct_receiving_aid_pct,avg_after_aid_val,avg_after_aid_costs_val,avg_aid_package_val,avg_housing_cost_val,undergrad_students_num,student_faculty_ratio_num,num_majors_num,college_board_code_num,college_score,setting,rd_due_date,test_optional,gpa_optional
Grove City College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Guilford College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Gustavus Adolphus College,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Gwynedd-Mercy College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Hagerstown Community College,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
Hamilton College,,,,,,1400,,,32,,,,,,,,,,,,22,,,Yes,
Hamilton Technical College,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
Hamline University,,,,,,1150,,,25,,,,,,,,,,,,17,,,Yes,
Hampden-Sydney College,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Hampshire College,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Hampton College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Hampton University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Hannibal-Lagrange College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Hanover College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Hardin-Simmons University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Harding University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Harding University Graduate School of Religion,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Harrington Institute of Interior Design,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Harris-Stowe State University,,,,,,1100,,,17,,,,,,,,,,,,15,,,Required,
Hartford College for Women,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Hartford Graduate Center (Rensselaer at Hartford),,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Hartwick College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Harvard College,,,,,,1480,,,35,,,,,,,,,,,,24,,,Required,
Harvey Mudd College,,,,,,1535,,,35,,,,,,,,,,,,24,,,Considered if submitted,
Hastings College,,,,,,1084,,,22,,,,,,,,,,,,15,,,Required for some,
Haverford College,,,,,,1505,,,34,,,,,,,,,,,,24,,,Considered if submitted,
Hawaii Pacific University,,,,,,1104,,,23,,,,,,,,,,,,16,,,Considered if submitted,
Heartland Baptist Bible College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Hebrew College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Heidelberg University,,,,,,1108,,,22,,,,,,,,,,,,15,,,Considered if submitted,
Henderson State University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Required,
Hendrix College,,,,,,1225,,,27,,,,,,,,,,,,19,,,Considered if submitted,
Heritage University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Not available,
Hesser College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
High Point University,,,,,,1200,,,26,,,,,,,,,,,,18,,,Considered if submitted,
Hilbert College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Hillsdale College,,,,,,1350,,,30,,,,,,,,,,,,21,,,No,
Hiram College,,,,,,930,,,20,,,,,,,,,,,,14,,,Neither required nor recommended,
Hobart and William Smith Colleges,,,,,,1275,,,30,,,,,,,,,,,,21,,,Considered if submitted,
Hobe Sound Bible College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Required,
Hodges University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Hofstra University,,,,,,1315,,,30,,,,,,,,,,,,21,,,Considered if submitted,
Hollins University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Holy Apostles College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Holy Cross College,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Holy Family College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Holy Names College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Hood College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Hope College,,,,,,1250,,,28,,,,,,,,,,,,19,,,Yes,
Hope International University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Houghton College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Houston Baptist University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Howard Payne University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Howard University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Humboldt State University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Humphreys College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Huntington College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Huron University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Husson College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Huston-Tillotson College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
ICI University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
ICT College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Idaho State University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Iglobal University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Illinois Benedictine University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Illinois College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Illinois College of Optometry,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Illinois Institute of Technology,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
Illinois School of Professional Psychology - Chicago Campus,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Illinois School of Professional Psychology - Meadows Campus,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Illinois State University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Illinois Valley Community College,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
Illinois Wesleyan University,,,,,,1250,,,28,,,,,,,,,,,,19,,,Yes,
Immaculata University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
IMPAC University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Indiana Institute of Technologyy,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Indiana State University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Indiana University (System),,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Indiana University - East,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Indiana University - Northwest,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Indiana University - Southeast,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Indiana University at Bloomington,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Indiana University at Kokomo,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Indiana University at South Bend,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Indiana University of Pennsylvania,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Indiana University-Purdue University at Columbus,,,,,,1130,,,24,,,,,,,,,,,,16,,,Yes,
Indiana University-Purdue University at Fort Wayne,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Indiana University-Purdue University at Indianapolis,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Indiana Wesleyan University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Institute of Clinical Social Work,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Institute of Paper Science and Technology,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Institute of Textile Technology,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Institute of Transpersonal Psychology,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
IntelliTec College - Grand Junction,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
International Academy of Merchandising and Design Chicago,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
International Academy of Merchandising and Design Tampa,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
International Bible College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
International College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Iona College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Iowa State University of Science and Technology,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Iowa Wesleyan College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Ithaca College,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
ITT Technical Institute Fort Wayne,,,,,,1000,,,20,,,,,,,,,,,,14,,,Yes,
ITT Technical Institute Indianapolis,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
ITT Technical Institute Maitland,,,,,,1000,,,20,,,,,,,,,,,,14,,,Yes,
ITT Technical Institute Portland,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
ITT Technical Institute West Covina,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
Jackson State University,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
Jacksonville State University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Jacksonville University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
James Madison University,,,,,,1230,,,27,,,,,,,,,,,,19,,,Yes,
Jamestown College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Jarvis Christian College,,,,,,1000,,,20,,,,,,,,,,,,14,,,Yes,
John Brown University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
John Carroll University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
John F. Kennedy University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
John Marshall Law School,,,,,,1500,,,32,,,,,,,,,,,,23,,,Yes,
John Paul the Great Catholic University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
John Wesley College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Johns Hopkins University,,,,,,1480,,,33,,,,,,,,,,,,23,,,Yes,
Johnson & Wales University,,,,,,1150,,,25,,,,,,,,,,,,17,,,Yes,
"Johnson & Wales University, Charleston",,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Johnson Bible College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Johnson C. Smith University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Johnson County Community College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Johnson State College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Jones College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Jones International University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Judson College Elgin,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Judson College Marion,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Juniata College,,,,,,1192,,,25,,,,,,,,,,,,17,,,Considered if submitted,
Kalamazoo College,,,,,,1289,,,35,,,,,,,,,,,,24,,,Considered if submitted,
Kankakee Community College,,,,,,1050,,,21,,,,,,,,,,,,14,,,Not available,
Kansas City Art Institute,,,,,,995,,,24,,,,,,,,,,,,16,,,Neither required nor recommended,
Kansas State University,,,,,,1158,,,24,,,,,,,,,,,,16,,,Considered if submitted,
Kansas Wesleyan University,,,,,,1038,,,20,,,,,,,,,,,,14,,,Neither required nor recommended,
Kaplan University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Katharine Gibbs School,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Kean University of New Jersey,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Keck Graduate Institute of Applied Life Sciences,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
Keene State College,,,,,,1035,,,24,,,,,,,,,,,,16,,,Considered if submitted,
Keller Graduate School of Management,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Kendall College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Kendall College of Art and Design,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Kennesaw State University,,,,,,1110,,,20,,,,,,,,,,,,15,,,Required for some,
Kent State University,,,,,,1125,,,22,,,,,,,,,,,,15,,,Considered if submitted,
Kent State University - Ashtabula,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Kent State University - East Liverpool,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Kent State University - Salem,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Kent State University - Stark,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Kent State University - Trumbull,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Kent State University - Tuscarawas,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Kentucky Christian University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Required,
Kentucky State University,,,,,,939,,,14,,,,,,,,,,,,11,,,Considered if submitted,
Kentucky Wesleyan College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Required,
Kenyon College,,,,,,1422,,,32,,,,,,,,,,,,22,,,Considered if submitted,
Kettering University (GMI),,,,,,1300,,,28,,,,,,,,,,,,19,,,No,
Keuka College,,,,,,1025,,,18,,,,,,,,,,,,13,,,Considered if submitted,
King University,,,,,,1086,,,20,,,,,,,,,,,,14,,,Considered if submitted,
King's College,,,,,,1170,,,26,,,,,,,,,,,,18,,,Recommended,
Kirksville College of Osteopathic Medicine,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Kirkwood Community College,,,,,,1050,,,21,,,,,,,,,,,,14,,,Not available,
Knox College,,,,,,1320,,,26,,,,,,,,,,,,19,,,Considered if submitted,
Knoxville College,,,,,,1000,,,20,,,,,,,,,,,,14,,,Yes,
Kutztown University of Pennsylvania,,,,,,1210,,,22,,,,,,,,,,,,17,,,Considered if submitted,
La Roche College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
La Salle University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
La Sierra University,,,,,,1082,,,20,,,,,,,,,,,,14,,,Considered if submitted,
Laboratory Institute of Merchandising,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Lafayette College,,,,,,1430,,,32,,,,,,,,,,,,22,,,Considered if submitted,
LaGrange College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Neither required nor recommended,
Lake Erie College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Required for some,
Lake Forest College,,,,,,1315,,,30,,,,,,,,,,,,21,,,Considered if submitted,
Lake Forest Graduate School of Management,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Lake Superior State University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Lakeland University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Required,
Lakeview College of Nursing,,,,,,1100,,,25,,,,,,,,,,,,17,,,Not available,
Lamar University,,,,,,1035,,,22,,,,,,,,,,,,15,,,Required,
Lamar University - Port Arthur,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Lambuth University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Lancaster Bible College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Lander University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Lane College,,,,,,1000,,,20,,,,,,,,,,,,14,,,Required,
Langston University,,,,,,1050,,,21,,,,,,,,,,,,14,,,Required,
Lasell University,,,,,,1102,,,22,,,,,,,,,,,,15,,,Considered if submitted,
Laurus Technical Institute,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Lawrence Technological University,,,,,,1115,,,23,,,,,,,,,,,,16,,,Neither required nor recommended,
Lawrence University,,,,,,1330,,,28,,,,,,,,,,,,19,,,Considered if submitted,
Le Moyne College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Le Moyne-Owen College,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
Lebanon Valley College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Lee University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Lees-McRae College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Lehigh University,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
Lenoir-Rhyne College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Lesley University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
LeTourneau University,,,,,,1255,,,26,,,,,,,,,,,,18,,,Considered if submitted,
Lewis & Clark Community College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Lewis and Clark College,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
Lewis University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Lewis-Clark State College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Liberty University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Life Chiropractic College West,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Life University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Limestone College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Lincoln Memorial University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Lincoln University Missouri,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
Lincoln University Pennsylvania,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Lincoln University San Francisco,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Lindenwood University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Required for some,
Lindsey Wilson University,,,,,,1100,,,20,,,,,,,,,,,,15,,,Recommended,
Linfield College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Lipscomb University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Livingstone College,,,,,,1000,,,20,,,,,,,,,,,,14,,,Yes,
Commonwealth University Of Pennsylvania Lock Haven,,,,,,1095,,,25,,,,,,,,,,,,17,,,Considered if submitted,
Logan College of Chiropractic,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Loma Linda University,,,,,,1250,,,27,,,,,,,,,,,,19,,,Not available,
Long Island University,,,,,,610,,,26,,,,,,,,,,,,18,,,Recommended,
"Long Island University, C.W. Post Campus",,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
"Long Island University, Southampton College",,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Longwood University,,,,,,1100,,,23,,,,,,,,,,,,16,,,Considered if submitted,
Loras College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Neither required nor recommended,
Los Angeles College of Chiropractic,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Louisiana Baptist University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Louisiana College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Louisiana State University and Agricultural and Mechanical College,,,,,,1250,,,27,,,,,,,,,,,,19,,,No,
Louisiana State University at Alexandria,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Louisiana State University at Eunice,,,,,,1050,,,18,,,,,,,,,,,,14,,,Considered if submitted,
Louisiana State University Health Sciences Center New Orleans,,,,,,1200,,,25,,,,,,,,,,,,17,,,Not available,
Louisiana State University in Shreveport,,,,,,1040,,,22,,,,,,,,,,,,15,,,Required,
Louisiana Tech University,,,,,,1160,,,25,,,,,,,,,,,,17,,,Required,
Lourdes University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Required,
Loyola College in Maryland,,,,,,1280,,,27,,,,,,,,,,,,19,,,Yes,
Loyola Marymount University,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
Loyola University New Orleans,,,,,,1130,,,23,,,,,,,,,,,,16,,,Considered if submitted,
Loyola University of Chicago,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Lubbock Christian University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Luther College,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Lutheran Bible Institute of Seattle,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Lycoming College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
University of Lynchburg,,,,,,1105,,,24,,,,,,,,,,,,16,,,Considered if submitted,
Lyndon State College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Lynn University,,,,,,1119,,,24,,,,,,,,,,,,16,,,Considered if submitted,
Lyon College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Macalester College,,,,,,1400,,,32,,,,,,,,,,,,22,,,Yes,
MacMurray College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Macon State College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Madison University (Distance Education),,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Madonna University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Maharishi University of Management,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Maine College of Art,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Maine Maritime Academy,,,,,,1150,,,24,,,,,,,,,,,,16,,,No,
Malone University,,,,,,1055,,,21,,,,,,,,,,,,14,,,Required for some,
Manchester University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Not available,
Manhattan Christian College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Manhattan College,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Manhattan School of Music,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
Manhattanville University,,,,,,1145,,,29,,,,,,,,,,,,20,,,Neither required nor recommended,
Mankato State University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Mansfield University of Pennsylvania,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Maranatha Baptist Bible College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Marian College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Marian College of Fond Du Lac,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Marietta College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Marist College,,,,,,1230,,,27,,,,,,,,,,,,19,,,Yes,
Marlboro College,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Marquette University,,,,,,1280,,,27,,,,,,,,,,,,19,,,Yes,
Mars Hill College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Marshall University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Martin Luther College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Martin Methodist College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Martin University,,,,,,1000,,,20,,,,,,,,,,,,14,,,Yes,
Mary Baldwin College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Mary Washington College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Marycrest International University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Marygrove College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Marylhurst University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Marymount College New York,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Marymount Manhattan College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Marymount University,,,,,,1150,,,25,,,,,,,,,,,,17,,,Yes,
Maryville College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Maryville University of St. Louis,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Marywood University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Massachusetts College of Art,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Massachusetts College of Liberal Arts,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Massachusetts College of Pharmacy and Allied Health Sciences,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Massachusetts Institute of Technology,,,,,,1530,,,34,,,,,,,,,,,,24,,,No,
Massachusetts Maritime Academy,,,,,,1150,,,24,,,,,,,,,,,,16,,,No,
Massachusetts School of Professional Psychology,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Mayo Graduate School,,,,,,1450,,,32,,,,,,,,,,,,22,,,Yes,
Mayo Medical School,,,,,,1500,,,34,,,,,,,,,,,,24,,,No,
Mayville State University,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
McKendree College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
McMurry University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
McNeese State University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
McPherson College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Medaille College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Medcenter One College of Nursing,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Medical College of Georgia,,,,,,1300,,,28,,,,,,,,,,,,19,,,No,
Medical College of Ohio,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Medical College of Pennsylvania and Hahnemann University,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Medical College of Wisconsin,,,,,,1450,,,32,,,,,,,,,,,,22,,,No,
Medical University of South Carolina,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Meharry Medical College,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Memphis College of Art,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Menlo College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Mennonite College of Nursing,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Mercer University,,,,,,1230,,,27,,,,,,,,,,,,19,,,Yes,
"Mercer University, Cecil B. Day Campus",,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Mercy College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Mercyhurst College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Meredith College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Merrimack College,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Mesa State College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Messiah College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Methodist College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Metropolitan State College of Denver,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Metropolitan State University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
MGH Institute of Health Professions,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Miami Dade College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Miami University of Ohio,,,,,,1230,,,27,,,,,,,,,,,,19,,,Yes,
Miami University of Ohio - Hamilton,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Miami University of Ohio - Middletown,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Michigan School of Professional Psychology,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Michigan State University,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Michigan Technological University,,,,,,1300,,,28,,,,,,,,,,,,19,,,No,
Mid-America Nazarene University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Mid-American Bible College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
