name,url,city,state,type,size_category,acceptance_rate,sat_50th_percentile,act_50th_percentile,tuition_in_state,tuition_out_state,room_board,graduation_rate,retention_rate,enrollment,student_faculty_ratio,region,popular_majors,median_earnings_10_years,campus_setting,test_optional,application_deadline_fall,application_fee,average_financial_aid,percent_receiving_aid,transfer_acceptance_rate,latitude,longitude,housing_available,ipeds_id
Lyon College,http://www.lyon.edu/,Batesville,AR,Private,Small,0.5,1150,24,30000,30000,12000,0.65,0.75,700,12,Southeast,"Business Administration, Psychology, Biology",40000,Rural,True,2024-01-15,50,15000,0.7,0.5,35.7694,-91.6002,True,
Macalester College,http://www.macalstr.edu/,Saint Paul,MN,Private,Small,0.25,1400,32,60000,60000,13000,0.88,0.9,2000,10,Midwest,"Political Science, Economics, Psychology",60000,Urban,True,2024-01-15,50,25000,0.75,0.25,44.9444,-93.0933,True,
MacMurray College,http://www.mac.edu/,Jacksonville,IL,Private,Small,0.5,1100,24,20000,20000,12000,0.6,0.7,800,12,Midwest,"Business Administration, Nursing, Psychology",40000,Suburban,True,2024-01-15,50,15000,0.7,0.5,39.7301,-90.2335,True,
Macon State College,http://www.maconstate.edu/,Macon,GA,Public,Medium,0.6,1100,25,4500,12000,12000,0.5,0.7,5000,18,Southeast,"Business Administration, Nursing, Psychology",40000,Urban,True,2024-01-15,50,7000,0.6,0.6,32.8407,-83.6324,True,
Madison University (Distance Education),http://www.madisonu.com/,Madison,WI,Private For-Profit,Medium,0.7,1100,25,12000,12000,12000,0.6,0.75,8000,15,Midwest,"Business Administration, Health Sciences, Information Technology",45000,Urban,True,Rolling,50,8000,0.65,0.7,43.0731,-89.4012,True,
Madonna University,http://madonna2.siteobjects.com/pages/index.cfm,Livonia,MI,Private,Small,0.6,1100,25,20000,20000,12000,0.6,0.75,2000,12,Midwest,"Nursing, Business Administration, Psychology",45000,Suburban,True,2024-01-15,50,15000,0.7,0.6,42.3684,-83.3528,True,
Maharishi University of Management,http://www.mum.edu/,Fairfield,IA,Private,Small,0.6,1150,24,22000,22000,12000,0.7,0.75,1000,12,Midwest,"Business Administration, Psychology, Environmental Science",40000,Rural,True,2024-01-15,50,15000,0.7,0.6,41.0145,-91.9566,True,
Maine College of Art,http://www.meca.edu/,Portland,ME,Private,Small,0.5,1150,24,30000,30000,12000,0.7,0.8,500,12,Northeast,"Fine Arts, Graphic Design, Illustration",40000,Urban,True,2024-01-15,50,20000,0.75,0.5,43.6615,-70.2553,True,
Maine Maritime Academy,http://www.mainemaritime.edu/,Castine,ME,Public,Small,0.6,1150,24,12000,24000,13000,0.65,0.75,900,15,Northeast,"Marine Engineering, Marine Transportation, Business Administration",60000,Rural,False,2024-01-15,50,8000,0.65,0.6,44.3872,-68.8024,True,
Malone College,http://www.malone.edu/,Canton,OH,Private,Small,0.5,1100,24,30000,30000,12000,0.65,0.75,1200,12,Midwest,"Business, Education, Nursing",45000,Suburban,True,2024-01-15,50,20000,0.7,0.5,40.7982,-81.3785,True,
Manchester College,http://www.manchester.edu/,North Manchester,IN,Private,Small,0.5,1100,24,30000,30000,12000,0.7,0.75,1200,12,Midwest,"Business Administration, Psychology, Education",45000,Rural,True,2024-01-15,50,20000,0.7,0.5,41.0363,-85.7594,True,
Manhattan Christian College,http://www.mccks.edu/,Manhattan,KS,Private,Small,0.6,1100,25,20000,20000,12000,0.6,0.7,500,12,Midwest,"Business Administration, Education, Psychology",40000,Urban,True,2024-01-15,50,15000,0.7,0.6,39.1836,-96.5717,True,
Manhattan College,http://www.mancol.edu/,Riverdale,NY,Private,Medium,0.45,1250,27,45000,45000,14000,0.76,0.85,3500,12,Northeast,"Business Administration, Engineering, Psychology",60000,Urban,True,2024-01-15,50,20000,0.75,0.45,40.895,-73.901,True,
Manhattan School of Music,http://www.msmnyc.edu/,New York,NY,Private,Small,0.25,1350,30,50000,50000,15000,0.85,0.9,800,10,Northeast,"Music Performance, Composition, Jazz Studies",60000,Urban,True,2024-01-15,50,20000,0.75,0.25,40.7865,-73.9822,True,
Manhattanville College,http://www.mville.edu/,Purchase,NY,Private,Small,0.5,1200,25,40000,40000,15000,0.7,0.8,1500,12,Northeast,"Business, Psychology, Education",50000,Suburban,True,2024-01-15,50,20000,0.7,0.5,40.9675,-73.8265,True,
Mankato State University,http://www.mankato.msus.edu/,Mankato,MN,Public,Medium,0.7,1100,24,10000,20000,12000,0.6,0.75,14000,20,Midwest,"Business, Education, Health Sciences",45000,Suburban,True,2024-01-01,50,8000,0.65,0.7,44.1638,-93.9991,True,
Mansfield University of Pennsylvania,http://www.mnsfld.edu/,Mansfield,PA,Public,Small,0.6,1100,25,12000,24000,12000,0.6,0.7,2500,15,Northeast,"Business, Education, Nursing",40000,Rural,True,2024-01-15,50,8000,0.6,0.6,41.8045,-77.0711,True,
Maranatha Baptist Bible College,http://www.mbbc.edu/,Watertown,WI,Private,Small,0.5,1100,24,20000,20000,12000,0.7,0.75,600,12,Midwest,"Theology, Education, Business",40000,Rural,True,2024-08-01,50,15000,0.8,0.5,43.1939,-88.7385,True,
Marian College,http://www.marian.edu/,Indianapolis,IN,Private,Small,0.6,1150,24,32000,32000,13000,0.65,0.75,3000,12,Midwest,"Nursing, Business Administration, Education",45000,Urban,True,2024-01-15,50,15000,0.75,0.6,39.7684,-86.1581,True,
Marian College of Fond Du Lac,http://www.mariancoll.edu/,Fond Du Lac,WI,Private,Small,0.5,1150,24,30000,30000,12000,0.6,0.75,1000,12,Midwest,"Nursing, Business Administration, Education",45000,Suburban,True,2024-01-01,50,20000,0.7,0.5,43.7745,-88.4462,True,
Marietta College,http://www.marietta.edu/,Marietta,OH,Private,Small,0.5,1150,24,35000,35000,12000,0.65,0.75,1200,12,Midwest,"Business, Psychology, Engineering",45000,Rural,True,2024-01-15,50,20000,0.7,0.5,39.4144,-81.4424,True,
Marist College,http://www.marist.edu/,Poughkeepsie,NY,Private,Medium,0.45,1230,27,38000,38000,15000,0.75,0.85,6000,14,Northeast,"Business Administration, Psychology, Communications",60000,Suburban,True,2024-01-15,50,20000,0.75,0.45,41.7031,-73.9311,True,
Marlboro College,http://www.marlboro.edu/,Marlboro,VT,Private,Small,0.4,1250,27,35000,35000,12000,0.75,0.8,200,10,Northeast,"Liberal Arts, Environmental Studies, Creative Writing",40000,Rural,True,2023-01-15,50,20000,0.8,0.4,42.9848,-72.5695,True,
Marquette University,http://www.mu.edu/,Milwaukee,WI,Private,Medium,0.77,1280,27,46000,46000,13000,0.83,0.87,11000,12,Midwest,"Business, Engineering, Nursing",60000,Urban,True,2024-01-15,50,22000,0.75,0.77,43.0389,-87.9065,True,
Mars Hill College,http://www.mhc.edu/,Mars Hill,NC,Private,Small,0.5,1100,25,30000,30000,12000,0.6,0.7,1000,12,Southeast,"Business, Psychology, Education",40000,Rural,True,2024-01-01,50,20000,0.7,0.5,35.8265,-82.5484,True,
Marshall University,http://www.marshall.edu/,Huntington,WV,Public,Medium,0.6,1100,25,8000,20000,12000,0.6,0.75,12000,16,Southeast,"Business, Nursing, Engineering",45000,Urban,True,2024-01-15,50,7500,0.6,0.6,38.4192,-82.4452,True,202257
Martin Luther College,http://www.mlc-wels.edu/,New Ulm,MN,Private,Small,0.6,1100,25,20000,20000,12000,0.7,0.8,800,12,Midwest,"Education, Theology, Business",40000,Rural,True,2024-01-15,50,15000,0.7,0.6,44.3138,-94.4553,True,
Martin Methodist College,http://www.martinmethodist.edu/,Pulaski,TN,Private,Small,0.5,1100,25,20000,20000,12000,0.6,0.7,1000,12,Southeast,"Business Administration, Nursing, Education",40000,Rural,True,2024-08-01,50,15000,0.7,0.5,35.1934,-87.1349,True,
Martin University,http://www.martin.edu/,Indianapolis,IN,Public,Small,0.6,1000,20,8000,24000,12000,0.5,0.7,1500,15,Midwest,"Business Administration, Nursing, Social Work",40000,Urban,True,Rolling,50,8000,0.6,0.6,39.7684,-86.1581,True,
Mary Baldwin College,http://www.mbc.edu/,Staunton,VA,Private,Small,0.5,1100,25,20000,20000,12000,0.6,0.75,1200,12,Southeast,"Psychology, Business Administration, Education",40000,Rural,True,2024-01-15,50,15000,0.7,0.5,38.1499,-79.0717,True,
Mary Washington College,http://www.mwc.edu/,Fredericksburg,VA,Public,Medium,0.6,1200,25,13000,35000,13000,0.6,0.8,4500,15,Southeast,"Business, Psychology, Biology",50000,Suburban,True,2024-01-15,50,8000,0.6,0.6,38.3032,-77.4609,True,
Marycrest International University,http://www.mcrest.edu/,Davenport,IA,Private,Small,0.5,1150,24,25000,25000,12000,0.65,0.75,1500,12,Midwest,"Business Administration, Psychology, Nursing",45000,Urban,True,2024-01-15,50,20000,0.7,0.5,41.5236,-90.5776,True,
Marygrove College,http://www.marygrove.edu/,Detroit,MI,Private,Small,0.5,1100,25,20000,20000,12000,0.6,0.7,1000,12,Midwest,"Education, Business, Psychology",40000,Urban,True,2024-01-15,50,15000,0.7,0.5,42.383,-83.103,True,
Marylhurst University,http://www.marylhurst.edu/,Marylhurst,OR,Private,Small,0.5,1150,24,20000,20000,12000,0.6,0.7,1000,12,West,"Business, Psychology, Education",45000,Suburban,True,2024-01-15,50,15000,0.7,0.5,45.4234,-122.6191,True,
Marymount College New York,http://www.marymt.edu/,New York,NY,Private,Small,0.5,1200,25,30000,30000,15000,0.7,0.8,1500,12,Northeast,"Business, Psychology, Nursing",50000,Urban,True,2024-01-15,50,20000,0.75,0.5,40.7128,-74.006,True,
Marymount Manhattan College,http://marymount.mmm.edu/,New York,NY,Private,Small,0.5,1200,25,30000,30000,15000,0.7,0.8,2000,12,Northeast,"Psychology, Business Administration, Theatre",50000,Urban,True,2024-01-15,50,20000,0.7,0.5,40.785091,-73.968285,True,
Marymount University,http://www.marymount.edu/,Arlington,VA,Private,Medium,0.5,1150,25,35000,35000,13000,0.65,0.75,3000,12,Southeast,"Nursing, Business Administration, Psychology",50000,Suburban,True,2024-01-15,50,20000,0.7,0.5,38.8833,-77.1068,True,
Maryville College,http://www.maryvillecollege.edu/,Maryville,TN,Private,Small,0.5,1150,24,20000,20000,12000,0.65,0.75,1000,12,Southeast,"Business Administration, Psychology, Education",40000,Suburban,True,2024-01-15,50,15000,0.7,0.5,35.6056,-83.9749,True,
Maryville University of St. Louis,http://www.maryvillestl.edu/,St. Louis,MO,Private,Medium,0.6,1150,24,30000,30000,12000,0.65,0.75,7000,15,Midwest,"Nursing, Business Administration, Education",50000,Suburban,True,2024-01-15,50,20000,0.75,0.6,38.634,-90.262,True,
Marywood University,http://www.marywood.edu/,Scranton,PA,Private,Medium,0.5,1150,24,30000,30000,12000,0.65,0.75,4000,12,Northeast,"Nursing, Psychology, Business Administration",45000,Suburban,True,2024-01-15,50,20000,0.7,0.5,41.4082,-75.6624,True,
Massachusetts College of Art,http://www.massart.edu/,Boston,MA,Public,Medium,0.5,1200,25,13000,32000,14000,0.65,0.85,2000,12,Northeast,"Fine Arts, Graphic Design, Illustration",45000,Urban,True,2024-01-01,50,10000,0.7,0.5,42.3365,-71.1003,True,
Massachusetts College of Liberal Arts,http://www.mcla.mass.edu/,North Adams,MA,Public,Small,0.6,1100,25,12000,24000,13000,0.6,0.7,1500,15,Northeast,"Psychology, Business Administration, Education",40000,Rural,True,2024-01-01,50,8000,0.6,0.6,42.6287,-73.1151,True,
Massachusetts College of Pharmacy and Allied Health Sciences,http://www.mcp.edu/,Boston,MA,Private,Small,0.4,1300,28,35000,35000,15000,0.7,0.85,3000,12,Northeast,"Pharmacy, Allied Health, Nursing",60000,Urban,True,2024-01-15,50,20000,0.7,0.4,42.3601,-71.0589,True,
Massachusetts Institute of Technology,http://www.mit.edu/,Cambridge,MA,Private,Medium,0.07,1530,34,55000,55000,15000,0.93,0.98,11500,8,Northeast,"Engineering, Computer Science, Physics",100000,Urban,False,2024-01-01,75,20000,0.75,0.07,42.3601,-71.0942,True,186134
Massachusetts Maritime Academy,http://www.mma.mass.edu/,Buzzards Bay,MA,Public,Small,0.6,1150,24,15000,30000,16000,0.7,0.8,1000,15,Northeast,"Marine Engineering, Marine Transportation, Environmental Science",70000,Suburban,False,2024-07-01,50,12000,0.7,0.5,41.7461,-70.6197,True,null
Massachusetts School of Professional Psychology,http://www.mspp.edu/,Newton,MA,Private,Small,0.5,1200,25,30000,30000,12000,0.8,0.85,800,10,Northeast,"Psychology, Clinical Psychology, Counseling",50000,Suburban,True,Rolling,50,20000,0.7,0.5,42.337,-71.209,True,
Mayo Graduate School,http://www.mayo.edu/mgs/gs.html,Rochester,MN,Private,Small,0.2,1450,32,50000,50000,12000,0.85,0.9,1000,10,Midwest,"Biomedical Sciences, Clinical Research, Health Sciences",80000,Urban,True,2024-01-01,50,20000,0.7,0.2,44.0122,-92.4802,True,
Mayo Medical School,http://www.mayo.edu/education/mms/,Rochester,MN,Private,Small,0.1,1500,34,60000,60000,12000,0.9,0.95,3000,10,Midwest,"Medicine, Biomedical Sciences, Healthcare Administration",100000,Urban,False,2024-01-15,75,20000,0.7,0.1,44.0216,-92.4699,True,
Mayville State University,http://www.masu.nodak.edu/,Mayville,ND,Public,Small,0.7,1050,21,8000,16000,12000,0.5,0.7,1000,15,Midwest,"Business Administration, Education, Psychology",40000,Rural,True,Rolling,50,8000,0.6,0.7,47.4446,-97.1786,True,
McKendree College,http://www.mckendree.edu/,Lebanon,IL,Private,Small,0.6,1100,24,30000,30000,12000,0.6,0.7,2000,12,Midwest,"Business Administration, Nursing, Psychology",40000,Suburban,True,2024-01-15,50,15000,0.7,0.6,38.5739,-89.9872,True,
McMurry University,http://www.mcm.edu/,Abilene,TX,Private,Small,0.5,1100,24,30000,30000,12000,0.6,0.7,1200,12,Southwest,"Business Administration, Psychology, Nursing",40000,Urban,True,2024-01-15,50,15000,0.7,0.5,32.4487,-99.7331,True,
McNeese State University,http://www.mcneese.edu/,Lake Charles,LA,Public,Medium,0.6,1100,24,9000,18000,12000,0.5,0.7,7000,18,Southeast,"Business Administration, Nursing, Engineering",40000,Urban,True,2024-01-15,50,8000,0.6,0.6,30.2102,-93.2044,True,
McPherson College,http://www.mcpherson.edu/,McPherson,KS,Private,Small,0.5,1100,24,25000,25000,12000,0.6,0.75,800,12,Midwest,"Business, Education, Psychology",45000,Rural,True,2024-01-15,50,15000,0.7,0.5,38.3663,-97.6684,True,
Medaille College,http://www.medaille.edu/,Buffalo,NY,Private,Small,0.6,1100,25,25000,25000,13000,0.6,0.7,1200,12,Northeast,"Business Administration, Psychology, Education",45000,Urban,True,2024-01-15,50,20000,0.75,0.6,42.8864,-78.8784,True,
Medcenter One College of Nursing,http://www.medcenterone.com/nursing/nursing.htm,Bismarck,ND,Private,Small,0.65,1100,24,12000,12000,12000,0.7,0.8,600,12,Midwest,"Nursing, Health Sciences, Healthcare Administration",45000,Urban,True,2024-01-15,50,8000,0.65,0.65,46.8083,-100.7837,True,
Medical College of Georgia,http://www.mcg.edu/,Augusta,GA,Public,Small,0.5,1300,28,10000,30000,12000,0.7,0.85,3000,15,Southeast,"Medicine, Nursing, Biomedical Sciences",60000,Urban,False,2024-01-01,50,8000,0.6,0.5,33.4707,-82.0076,True,
Medical College of Ohio,http://www.mco.edu/,Toledo,OH,Public,Small,0.4,1250,27,12000,36000,12000,0.65,0.85,3000,15,Midwest,"Medicine, Nursing, Health Sciences",60000,Urban,True,2024-01-15,50,8000,0.6,0.4,41.6639,-83.5552,True,
Medical College of Pennsylvania and Hahnemann University,http://www.mcphu.edu/,Philadelphia,PA,Private,Small,0.4,1300,28,50000,50000,12000,0.85,0.9,3000,12,Northeast,"Medicine, Nursing, Pharmacy",70000,Urban,True,2024-01-01,60,20000,0.75,0.4,39.9526,-75.1652,True,
Medical College of Wisconsin,http://www.mcw.edu/,Milwaukee,WI,Private,Small,0.2,1450,32,55000,55000,15000,0.85,0.9,1000,10,Midwest,"Medicine, Biomedical Sciences, Public Health",80000,Urban,False,2024-01-15,50,15000,0.7,0.2,43.0389,-87.9065,True,
Medical University of South Carolina,http://www.musc.edu/,Charleston,SC,Public,Medium,0.4,1300,28,12000,36000,14000,0.7,0.85,3000,15,Southeast,"Medicine, Nursing, Biomedical Sciences",60000,Urban,True,2024-01-15,50,8000,0.6,0.4,32.7765,-79.9311,True,
Meharry Medical College,http://www.mmc.edu/,Nashville,TN,Private,Small,0.5,1300,28,50000,50000,12000,0.85,0.9,800,10,Southeast,"Medicine, Public Health, Biomedical Sciences",70000,Urban,True,2024-01-15,50,20000,0.7,0.5,36.1627,-86.7816,True,
Memphis College of Art,http://www.mca.edu/,Memphis,TN,Private,Small,0.5,1150,24,30000,30000,12000,0.65,0.75,500,12,Southeast,"Fine Arts, Graphic Design, Illustration",40000,Urban,True,2024-01-15,50,20000,0.7,0.5,35.1495,-90.049,True,
Menlo College,http://www.menlo.edu/,Atherton,CA,Private,Small,0.5,1200,25,40000,40000,15000,0.7,0.8,700,12,West,"Business Administration, Psychology, Communications",50000,Suburban,True,2024-01-15,50,20000,0.75,0.5,37.4583,-122.2244,True,
Mennonite College of Nursing,http://www.mcn.ilstu.edu/,Normal,IL,Private,Small,0.5,1200,25,20000,20000,12000,0.7,0.8,1000,12,Midwest,"Nursing, Health Sciences, Public Health",60000,Suburban,True,2024-01-15,50,15000,0.7,0.5,40.5069,-88.9906,True,
Mercer University,http://www.mercer.edu/,Macon,GA,Private,Medium,0.5,1230,27,35000,35000,12000,0.7,0.8,8000,12,Southeast,"Business, Health Sciences, Education",50000,Suburban,True,2024-01-15,50,20000,0.7,0.5,32.8407,-83.6324,True,
"Mercer University, Cecil B. Day Campus",http://www.mercer.edu/cbd/,Atlanta,GA,Private,Medium,0.5,1250,27,20000,20000,12000,0.7,0.8,8000,12,Southeast,"Business, Health Sciences, Education",50000,Urban,True,2024-01-15,50,20000,0.7,0.5,33.749,-84.388,True,
Mercy College,http://www.mercynet.edu/,Dobbs Ferry,NY,Private,Medium,0.6,1150,24,21000,21000,13000,0.65,0.75,6000,15,Northeast,"Business Administration, Nursing, Psychology",50000,Suburban,True,2024-01-15,50,15000,0.7,0.6,40.9887,-73.8662,True,
Mercyhurst College,http://www.mercyhurst.edu/,Erie,PA,Private,Small,0.5,1150,24,35000,35000,12000,0.65,0.75,3000,12,Northeast,"Business Administration, Psychology, Criminal Justice",45000,Urban,True,2024-01-15,50,20000,0.8,0.5,42.1292,-80.0854,True,
Meredith College,http://www.meredith.edu/,Raleigh,NC,Private,Small,0.5,1200,25,30000,30000,13000,0.7,0.8,1300,12,Southeast,"Business, Education, Psychology",50000,Suburban,True,2024-01-15,50,20000,0.7,0.5,35.7855,-78.6433,True,
Merrimack College,http://www.merrimack.edu/,North Andover,MA,Private,Medium,0.55,1250,27,42000,42000,14000,0.76,0.85,4000,14,Northeast,"Business, Health Sciences, Psychology",55000,Suburban,True,2024-01-15,50,20000,0.75,0.55,42.6584,-71.1349,True,
Mesa State College,http://www.mesastate.edu/,Grand Junction,CO,Public,Medium,0.7,1100,25,8000,20000,12000,0.6,0.75,8000,18,West,"Business Administration, Nursing, Engineering",45000,Urban,True,2024-01-15,50,8000,0.6,0.7,39.0639,-108.5506,True,
Messiah College,http://www.messiah.edu/,Mechanicsburg,PA,Private,Small,0.5,1200,25,35000,35000,13000,0.7,0.8,2000,12,Northeast,"Business, Psychology, Education",45000,Suburban,True,2024-01-15,50,20000,0.8,0.5,40.2033,-77.0089,True,
Methodist College,http://www.methodist.edu/,Fayetteville,NC,Private,Small,0.6,1100,25,20000,20000,12000,0.6,0.7,1500,12,Southeast,"Nursing, Business Administration, Psychology",40000,Suburban,True,2024-01-15,50,15000,0.7,0.6,35.0527,-78.9083,True,
Metropolitan State College of Denver,http://www.mscd.edu/,Denver,CO,Public,Large,0.65,1100,24,9500,25000,13000,0.55,0.75,19000,20,West,"Business, Health Sciences, Psychology",45000,Urban,True,2024-08-01,50,8000,0.6,0.65,39.7392,-104.9903,True,
Metropolitan State University,http://www.metro.msus.edu/,Saint Paul,MN,Public,Medium,0.6,1100,25,10000,20000,12000,0.5,0.7,12000,20,Midwest,"Business Administration, Psychology, Nursing",45000,Urban,True,2024-01-01,50,8000,0.6,0.6,44.9444,-93.0933,True,
MGH Institute of Health Professions,http://www.mghihp.edu/,Boston,MA,Private,Small,0.4,1300,28,40000,40000,15000,0.85,0.9,1000,12,Northeast,"Nursing, Physical Therapy, Occupational Therapy",60000,Urban,True,2024-01-15,50,20000,0.7,0.4,42.3601,-71.0589,True,
Miami Dade College,http://www.mdc.edu/,Miami,FL,Public,Large,0.7,1100,25,10000,20000,12000,0.5,0.7,50000,20,Southeast,"Business, Health Sciences, Education",40000,Urban,True,Rolling,50,7000,0.6,0.7,25.7617,-80.1918,True,
Miami University of Ohio,http://www.muohio.edu/,Oxford,OH,Public,Large,0.6,1230,27,15000,35000,13000,0.7,0.85,22000,18,Midwest,"Business, Education, Psychology",60000,Suburban,True,2024-01-01,50,8000,0.6,0.6,39.5075,-84.7381,True,202166
Miami University of Ohio - Hamilton,http://www.ham.muohio.edu/,Hamilton,OH,Public,Medium,0.6,1100,25,11000,22000,12000,0.55,0.75,4000,15,Midwest,"Business, Education, Nursing",45000,Suburban,True,2024-01-15,50,8000,0.6,0.6,39.3995,-84.5704,True,
Miami University of Ohio - Middletown,http://www.mid.muohio.edu/,Middletown,OH,Public,Small,0.7,1100,24,10500,25000,12000,0.6,0.75,3000,15,Midwest,"Business, Education, Health Sciences",45000,Suburban,True,2024-01-15,50,8000,0.6,0.7,39.5151,-84.3963,True,
Michigan School of Professional Psychology,http://www.mispp.edu/,Farmington Hills,MI,Private,Small,0.5,1150,24,25000,25000,12000,0.7,0.8,300,12,Midwest,"Psychology, Counseling, Clinical Psychology",45000,Suburban,True,Rolling,50,15000,0.7,0.5,42.498,-83.3515,True,
Michigan State University,http://www.msu.edu/,East Lansing,MI,Public,Large,0.7,1250,27,15000,40000,12000,0.8,0.9,50000,18,Midwest,"Business, Engineering, Biological Sciences",60000,Suburban,True,2024-01-01,65,8000,0.6,0.7,42.73698,-84.48386,True,202100
Michigan Technological University,http://www.mtu.edu/,Houghton,MI,Public,Medium,0.7,1300,28,15000,30000,12000,0.7,0.85,7000,15,Midwest,"Engineering, Computer Science, Business",60000,Rural,False,2024-01-15,50,8000,0.6,0.7,47.1182,-88.5495,True,210222
Mid-America Nazarene University,http://www.mnu.edu/,Olathe,KS,Private,Small,0.5,1150,24,28000,28000,12000,0.6,0.75,1200,12,Midwest,"Business Administration, Nursing, Education",45000,Suburban,True,2024-01-15,50,15000,0.8,0.5,38.8833,-94.8167,True,
Mid-American Bible College,http://www.concentric.net/~rkriesel/MBC/MBC.shtml,Jackson,MS,Private,Small,0.7,1100,25,20000,20000,12000,0.6,0.7,500,12,Southeast,"Theology, Counseling, Education",40000,Urban,True,Rolling,50,15000,0.8,0.7,32.2988,-90.1848,True,
Mid-Continent Baptist Bible College,http://www.mcbc.edu/,Mayfield,KY,Private,Small,0.7,1100,24,15000,15000,12000,0.6,0.7,500,12,Southeast,"Theology, Education, Business",40000,Rural,True,Rolling,50,15000,0.7,0.7,36.75,-88.63,True,
Middle Tennessee State University,http://www.mtsu.edu/,Murfreesboro,TN,Public,Large,0.7,1100,24,9600,24000,12000,0.55,0.75,22000,18,Southeast,"Business, Education, Health Sciences",45000,Suburban,True,2024-01-15,50,8000,0.6,0.7,35.8487,-86.4081,True,
Middlebury College,http://www.middlebury.edu/,Middlebury,VT,Private,Small,0.15,1440,32,60000,60000,15000,0.92,0.95,2500,9,Northeast,"Political Science, Economics, Environmental Studies",80000,Rural,True,2024-01-01,60,25000,0.75,0.15,44.0077,-73.1662,True,
Midland Lutheran College,http://www.mlc.edu/,Fremont,NE,Private,Small,0.5,1100,25,30000,30000,12000,0.6,0.7,1000,12,Midwest,"Business, Education, Health Sciences",40000,Suburban,True,2024-01-15,50,20000,0.7,0.5,41.4415,-96.4935,True,
Midway College,http://www.midway.edu/,Midway,KY,Private,Small,0.6,1100,25,20000,20000,12000,0.6,0.7,800,12,Southeast,"Nursing, Business Administration, Psychology",40000,Rural,True,2024-01-15,50,15000,0.7,0.6,38.2065,-84.2245,True,
Midwestern State University,http://www.mwsu.edu/,Wichita Falls,TX,Public,Medium,0.6,1100,25,10000,25000,12000,0.5,0.7,6000,16,Southwest,"Nursing, Business Administration, Psychology",45000,Suburban,True,2024-01-15,50,8000,0.6,0.6,33.8958,-98.4934,True,
Midwestern University,http://www.midwestern.edu/,Downers Grove,IL,Private,Medium,0.4,1250,27,30000,30000,12000,0.7,0.8,5000,15,Midwest,"Health Sciences, Pharmacy, Physical Therapy",60000,Suburban,True,2024-01-15,50,20000,0.7,0.4,41.795,-88.011,True,
Miles College,http://www.miles.edu/,Fairfield,AL,Private,Small,0.6,1000,20,12000,12000,12000,0.5,0.7,1200,15,Southeast,"Business Administration, Psychology, Criminal Justice",40000,Suburban,True,2024-07-01,50,8000,0.7,0.6,33.5665,-86.8951,True,
Millennia Atlantic University,http://www.maufl.edu/,Miami,FL,Private For-Profit,Small,0.7,1100,24,20000,20000,12000,0.5,0.7,1000,15,Southeast,"Business Administration, Health Sciences, Information Technology",40000,Urban,True,Rolling,50,10000,0.6,0.7,25.7617,-80.1918,True,
Millersville University of Pennsylvania,http://www.millersv.edu/,Millersville,PA,Public,Medium,0.6,1150,24,12000,24000,13000,0.65,0.78,7000,18,Northeast,"Education, Business, Psychology",45000,Suburban,True,2024-01-15,50,8000,0.6,0.6,40.0372,-76.3527,True,
Milligan College,http://www.milligan.edu/,Milligan College,TN,Private,Small,0.5,1150,24,30000,30000,12000,0.6,0.75,1000,12,Southeast,"Business, Nursing, Education",40000,Rural,True,2024-01-15,50,15000,0.7,0.5,36.1685,-82.2951,True,
Millikin University,http://www.millikin.edu/,Decatur,IL,Private,Small,0.5,1150,24,32000,32000,12000,0.6,0.7,1500,12,Midwest,"Business Administration, Nursing, Music",45000,Urban,True,2024-01-15,50,20000,0.7,0.5,39.8404,-88.9542,True,
Mills College,http://www.mills.edu/,Oakland,CA,Private,Small,0.5,1250,27,50000,50000,12000,0.75,0.85,800,10,West,"Psychology, Business Administration, Art",60000,Urban,True,2024-01-15,50,20000,0.8,0.5,37.8044,-122.2711,True,
Mills Grae University,http://www.mgu.edu/,Grae City,CA,Private,Medium,0.4,1250,27,35000,35000,12000,0.75,0.85,8000,12,West,"Business, Psychology, Biology",60000,Suburban,True,2024-01-15,50,20000,0.75,0.4,34.0522,-118.2437,True,
Millsaps College,http://www.millsaps.edu/,Jackson,MS,Private,Small,0.5,1200,25,40000,40000,13000,0.7,0.8,800,12,Southeast,"Business, Psychology, Biology",45000,Urban,True,2024-01-15,50,20000,0.75,0.5,32.2988,-90.1848,True,
Milwaukee Institute of Art and Design,http://www.miad.edu/,Milwaukee,WI,Private,Small,0.5,1200,25,35000,35000,12000,0.7,0.8,700,12,Midwest,"Graphic Design, Illustration, Fine Arts",40000,Urban,True,2024-01-15,50,20000,0.75,0.5,43.0389,-87.9065,True,
Milwaukee School of Engineering,http://www.msoe.edu/,Milwaukee,WI,Private,Small,0.5,1300,28,38000,38000,12000,0.7,0.85,3000,12,Midwest,"Engineering, Nursing, Computer Science",60000,Urban,True,2024-01-15,50,15000,0.7,0.5,43.0389,-87.9065,True,
Minneapolis College of Art and Design,http://www.mcad.edu/,Minneapolis,MN,Private,Small,0.5,1200,25,40000,40000,12000,0.6,0.7,800,12,Midwest,"Fine Arts, Graphic Design, Photography",40000,Urban,True,2024-01-15,50,20000,0.7,0.5,44.9774,-93.265,True,
Minnesota Bible College,http://www.mnbc.edu/,Minneapolis,MN,Private,Small,0.6,1100,25,20000,20000,12000,0.7,0.8,500,12,Midwest,"Theology, Biblical Studies, Ministry",40000,Urban,True,2024-01-15,50,20000,0.75,0.6,44.9774,-93.265,True,
